gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det
44013;3647218;-3.3851199999999997;-57.714659999999995;UNIDADE BASICA DE SAUDE VI;MENDES GUERREIRO;S/N;MARESIA;(92) 35421112;69190000.0;AM;Maués;2016;5
44100;3769259;-2.61161327362053;-49.60917234420629;UNIDADE DE SAUDE DA FAMILIA DE MANGABEIRA;MANGABEIRA;S/N;VILA MANGABEIRA;(91)37961104;68420000.0;PA;Mocajuba;2016;5
44301;4004795;-3.56379747390737;-69.3690705299357;UNIDADE BASICA DE SAUDE SANTA RITA DO WEILL;RUA SANTA RITA;89;ZONA RURAL;(97) 3435-10-01;69600000.0;AM;São Paulo de Olivença;2016;5
44022;3654567;-3.89542579650868;-61.37340545654121;UNIDADE BASICA DE SAUDE DO MUNICIPIO DE BERURI;AV CASTELO BRANCO;S/N;CENTRO;;69430000.0;AM;Beruri;2016;5
44297;4004418;-3.0206179618834597;-59.9626278877241;UBS N 38;RUA MORRO CANARANAS;S/N;CIDADE NOVA;(92)32219140;69097220.0;AM;Manaus;2016;5
44094;3767167;-6.5321966156294;-49.84895843191529;UNIDADE SAUDE DA FAMILIA ELIZABETH MARIA DE PAULA;RUA DO CARAJAS II ESQUINA COM A RUA CASTANHEIRA;S/N;CENTRO;;68537000.0;PA;Canaã dos Carajás;2016;5
44241;3943208;-6.7507016658781;-51.15642070770121;ESTRATEGIA DE SAUDE DA FAMILIA 6;RUA CEDROARANA;S/N;MONTE CASTELO;(94) 3433-1507;68385000.0;PA;Tucumã;2016;5
44298;4004272;-3.21644067764273;-60.0347471237165;UNIDADE BASICA DE SAUDE EBENEZER;COMUNIDADE DO JANAUARY;77;JANAUARY;;69415000.0;AM;Iranduba;2016;5
44275;3983986;-1.79110407829279;-47.9106044769273;UNIDADE DE SAUDE DA FAMILIA DO GALHO;VILA DO GALHO;S/N;ZONA RURAL;09137281176;68685000.0;PA;Concórdia do Pará;2016;5
44295;4000919;-10.7235739008135;-62.261055190436295;PSF 3 AEROPORTO 1;JARDIM AEROPORTO;999999;AEROPORTO;6934611184;76920000.0;RO;Ouro Preto do Oeste;2016;5
44036;3677311;-1.5685129165648999;-48.59956741332871;U B S SANTA MARIA;PA 151 TREVO SANTA MARIA;S/N;LOCALIDADE ESTRADA;;68445000.0;PA;Barcarena;2016;5
44099;3769240;-2.5853499;-49.5052526;UNIDADE DE SAUDE DA FAMILIA DA CIDADE NOVA;RUA QUINZE DE NOVEMBRO;S/N;CIDADE NOVA;(91)37961104;68420000.0;PA;Mocajuba;2016;5
44299;4004701;0.372778;-67.32194399999999;AMBULATORIO ASSUNCAO DO RIO ICANA;NOSSA SENHORA DO RIO ICANA;S/N;RIO ICANA;(97)4007002;69750000.0;AM;São Gabriel da Cachoeira;2016;5
44095;3767191;-6.5321966156294;-49.84895843191529;UNIDADE SAUDE DA FAMILIA NOVO BRASIL;AV MINAS GERAIS;S/N;NOVO BRASIL I;;68537000.0;PA;Canaã dos Carajás;2016;5
44004;3625222;-1.44053936004635;-48.53628873824929;E S F FURO NAZARIO;FURO NAZARIO;0001;ILHAS;91 981827565;68445000.0;PA;Barcarena;2016;5
44296;4004388;-3.102;-60.025;UBS MARIA IDA MENTONI;RUA ALICE SALERMO;S/N;SAO JORGE;(92)36252664;69033090.0;AM;Manaus;2016;5
44300;4004868;-2.53537416458123;-57.7501916885359;CENTRO DE SAUDE JUDITE TORRES DA CUNHA;RUA DONA DOQUINHA;S/N;APARECIDA;(92)35711172;69130000.0;AM;Urucará;2016;5
44090;3760847;-1.70010209083552;-47.1075510978685;USF NOVA COLONIA;VILA DE NOVA COLONIA;S/N;RURAL;;68650000.0;PA;Capitão Poço;2016;5
44125;3797945;-1.32593393325802;-48.409430980681;UNIDADE BASICA DE SAUDE WARISLANDIA;RUA ARCO DO TRIUNFO;05;ICUI GUAJARA;;67125000.0;PA;Ananindeua;2016;5
44293;4000226;-13.126763105392099;-60.540568828581;CENTRO DE SAUDE LUIZA MAURICIO SIMOES;AVENIDA SOLIMOES;4400;CENTRO;(69)33413421;76993000.0;RO;Colorado do Oeste;2016;5
44272;3983285;-2.4255967140197003;-54.7153472900375;CENTRO DE SAUDE SANTA CLARA;TRAV SILVINO PINTO;04;SANTA CLARA;93-2101-0100;68005330.0;PA;Santarém;2016;5
44091;3760855;-1.7448827;-47.064421200000005;PS VILA DE CAPITAO POCINHO;RURAL;S/N;RURAL;;68650000.0;PA;Capitão Poço;2016;5
44175;3868532;-2.24683848;-49.497830168997;UNIDADE BASICA DA FAMILIA DA CIDADE NOVA PRIMAVERA;RUA ROMEU PERES;S/N;CIDADE NOVA;(91)3781-1698;68400000.0;PA;Cametá;2016;5
44060;3710246;-4.4455578000000004;-49.119454;PSF DILSON ALMEIDA;RUA ALACID NUNES;S/N;CENTRO;94 33451244;68590000.0;PA;Jacundá;2016;5
44614;5247608;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA AGULHA;TRAVESSA BERREDOS;112;ICOARACI;091 32276677;66810040.0;PA;Belém;2016;5
44609;5244560;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA DA CDP;TRAV RIO TROMBETAS;30;MAREX;09132573447;66010000.0;PA;Belém;2016;5
44634;5274931;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA PARQUE AMAZONIA II;RUA CELSO MALCHER;856;TERRA FIRME;9132537509;66010000.0;PA;Belém;2016;5
44721;5359244;-4.390619891472721;-59.5945590194969;UNIDADE DE SAUDE DA FAMILIA ESF LUIS NOGUEIRA MORAIS;RUA RIO MAPIA;S/N;BELA VISTA;;69200000.0;AM;Borba;2016;5
44648;5284791;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA CRISTO REDENTOR;RUA DOS COMERCIARIOS;108;CABANAGEM;9132688610;66010000.0;PA;Belém;2016;5
44608;5244544;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA DE SAO JOAQUIM;RUA ANGUSTURA;S/N;SACRAMENTA;9132549300;66010000.0;PA;Belém;2016;5
44611;5246121;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA CARMELANDIA;RUA ROBERTO REGATEIRO;05;CABANAGEM;09132124664;66013090.0;PA;Belém;2016;5
44579;5168414;-1.5299212932586201;-49.2169690132127;UNIDADE DE SAUDE DA FAMILIA AMARINO ALMEIDA;MANOEL IZIDRO DA SILVA;199;CENTRO;91-34941442;68825000.0;PA;Muaná;2016;5
44594;5197988;-2.76434898376457;-54.389147758482295;CENTRO DE SAUDE DR EVERALDO SOUSA MARTINS;RODOVIA SANTAREM CURUA UNA;59;COMUNIDADE DE GUARAN;;68005100.0;PA;Santarém;2016;5
44629;5274869;-1.3925299999999998;-48.48464;UNIDADE DE SAUDE DA FAMILIA PRATINHA;ROD ARTHUR BERNARDES;112;PRATINHA II;;66010000.0;PA;Belém;2016;5
44466;5020883;-2.69582390785209;-59.700458049772394;CENTRO DE SAUDE DE RIO PRETO DA EVA;RUA GOVERNADOR GREGORIO AZEVEDO;24;CENTRO;3328-1189;69117000.0;AM;Rio Preto da Eva;2016;5
44615;5247616;-1.33141636848446;-48.47549915313579;UNIDADE DE SAUDE DA FAMILIA TAPANA II;ROD DO TAPANA;210;TAPANA;9132124964;66010000.0;PA;Belém;2016;5
44680;5304180;-2.25784063339227;-56.1806917190535;POSTO DE SAUDE DO MIRI;COMUNIDADE DO MIRI;1;ZONA RURAL;093 3536-1257;68170000.0;PA;Juruti;2016;5
44484;5038812;-1.34018182754513;-46.6593432426439;POSTO DE SAUDE DE SAO RAIMUNDO;VILA DE SAO RAIMUNDO;S/N;CENTRO;;68600000.0;PA;Bragança;2016;5
44631;5274907;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA AGUA CRISTAL;RUA DA MATA PASSAGEM UNIAO;21;MARAMBAIA;09132387268;66010000.0;PA;Belém;2016;5
44632;5274915;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA CANAL DO GALO II;TRAVESSA HUMAITA;S/N;PEDREIRA;9132645766;66010000.0;PA;Belém;2016;5
44694;5315905;-12.4788153208226;-49.126811406730006;CENTRO DE SAUDE UNIDADE BASICA DE ALVORADA;RUA 07 DE SETEMBRO;S/N;CENTRO;63 33531775;77480000.0;TO;Alvorada;2016;5
44706;5334365;-1.5398883819579599;-48.6547994613633;POSTO DE SAUDE NOVA VIDA;RUA PRINCIPAL COMUNIDADE NOVA VIDA;001;COM NOVA VIDA;;68445000.0;PA;Barcarena;2016;5
44607;5244536;-1.3112890720367099;-48.4844040870652;UNIDADE DE SAUDE DA FAMILIA DO PARACURI;PASSAGEM MAURA;218;PARACURI;9132470704;66010000.0;PA;Belém;2016;5
44467;5022606;-3.47254;-51.198640000000005;UNIDADE BASICA DE SAUDE VILA NOVA CANAA;KM 110;S/N;ZONA RURAL;;68365000.0;PA;Anapu;2016;5
44740;5380111;-3.86419415473927;-62.4843764305097;UBS VICENTE FEREIRA;MURITUBA;S/N;ZONA RURAL;;69450000.0;AM;Codajás;2016;5
44543;5103088;-7.439817543968379;-70.0304125429825;POSTO DE SAUDE RENATO DE GASPERI;RUA VEREADOR CHAGAS MATTOS;S/N;NOVA ESPERANCA;97 3483 1800;69870000.0;AM;Envira;2016;5
44633;5274923;-1.40323;-48.4184;UNIDADE DE SAUDE DA FAMILIA TELEGRAFO;RUA DO FIO;S/N;TELEGRAFO;3244 0471;66010000.0;PA;Belém;2016;5
44630;5274893;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA UNA;PASSAGEM ANDRADE;44;BENGUI;;66010000.0;PA;Belém;2016;5
44546;5109361;-3.1473255157469797;-58.447566032408;UNIDADE BASICA DE SAUDE MARIA DA PAZ ROCHA LITAIFF;RUA RUI BARBOSA;S/N;CENTRO;(92) 3521 6374;69100084.0;AM;Itacoatiara;2016;5
44545;5109272;-3.1956481933592795;-58.742094039915294;UNIDADE BASICA DE SAUDE DR WALDIONOR DE ABREU;COMUNIDADE SAO JOAO BATISTA;S/N;ZONA RURAL;(92) 9193 0465;69100084.0;AM;Itacoatiara;2016;5
44627;5270278;-2.4170700000000003;-54.71074;POSTO DE SAUDE DO ANUMA;REGIAO DO TAPAJOS;1;RIO TAPAJOS;;68005000.0;PA;Santarém;2016;5
44679;5304172;-2.23861455917352;-55.859234333036696;POSTO DE SAUDE DO CASTANHAL;COMUNIDADE DO CASTANHAL;1;ZONA RURAL;093 3536-1257;68170000.0;PA;Juruti;2016;5
44610;5246083;-1.06828;-48.331790000000005;UNIDADE DE SAUDE DA FAMILIA DA BAIA DO SOL;AVENIDA BEIRA MAR;S/N;BAIA DO SOL MOSQUE;09137731166;66910190.0;PA;Belém;2016;5
44613;5247586;-1.456;-48.504;UNIDADE DE SAUDE DA FAMILIA AGUAS LINDAS;CONJUNTO VERDEJANTE I UMS AGUAS LNDAS;S/N;AGUAS LINDAS;9132455710;66010000.0;PA;Belém;2016;5
44616;5247810;-1.4122;-48.47193;UNIDADE DE SAUDE DA FAMILIA DA SACRAMENTA;AV DOUTOR FREITAS;S/N;SACRAMENTA;9132647022;66120000.0;PA;Belém;2016;5
44501;5054591;-5.62830448150618;-63.18943262100039;UNIDADE BASICA DE SAUDE DO RIO PURUS;RUA RAIMUNDO JO DE ANDRADE;S/N;ACAI;;69480000.0;AM;Tapauá;2016;5
45045;5708192;-4.57867;-55.935430000000004;UNIDADE DE SAUDE DA FAMILIA HORIZONTINA DIAS NASCIMENTO;AVENIDA JOAO PAULO II;S/N;INDUSTRIAL;;68198000.0;PA;Trairão;2016;5
44864;5493455;-10.331826210021699;-67.5212860107402;U S F MARIO GOMES DA SILVA;ROD AC 40 KM 58;S/N;ROD AC 40;;69928000.0;AC;Plácido de Castro;2016;5
44814;5467705;-0.660649538040142;-47.543141841887;PS QUATRO BOCAS;PA 430 VILA DO QUATRO BOCAS;S/N;QUATRO BOCAS;;68710000.0;PA;Maracanã;2016;5
45007;5673380;-2.2437099999999996;-49.497370000000004;POSTO DE SAUDE DE BELOS PRAZERES;VILA DE BELO PRAZERES;S/N;ZONA RURAL;;68400000.0;PA;Cametá;2016;5
44929;5553733;-0.932091243957739;-48.288728431949394;UNIDADE DE SAUDE DA FAMILIA DE MOCAJATUBA;LOC DE MOCAJATUBA;S/N;INTERIOR;;68785000.0;PA;Colares;2016;5
45119;5858240;-1.3668200000000001;-48.372170000000004;UNIDAD BASICA DE SAUDE LAGO AZUL;PASSAGEM FERNANDO VELASCO;S/N;COQUEIRO;;67125000.0;PA;Ananindeua;2016;5
44808;5462916;-0.73249551;-47.851265085935104;USF BAIRRO NOVO;RUA DO BAIRRO NOVO;1045;BAIRRO NOVO;0913722 - 1236;68750000.0;PA;Curuçá;2016;5
45198;5945119;-0.89891;-47.01113;PSF VITALLANDIA;TV BERNADINO GOMES;S/N;CENTRO;38222069;68709000.0;PA;Quatipuru;2016;5
45084;5791790;-11.4216077327725;-61.4427351951581;UNIDADE DE SAUDE DA FAMILIA VILAGE DO SOL;CHACARA PASSARGADA;S/N;VILAGE DO SOL;(069)-3907-4063;76964304.0;RO;Cacoal;2016;5
44961;5606667;-3.14037880391634;-58.440175436757094;UNIDADE BASICA DE SAUDE BERNARDINO DESSIMONI;RUA MARIO ANDREAZZA;S/N;SAO FRNACISCO;;69101416.0;AM;Itacoatiara;2016;5
44996;5657253;-4.57867;-55.935430000000004;POSTO DE SAUDE ESPERANCA I;TRAVESSA CARLOS FURTADO;S/N;INDUSTRIAL;;68198000.0;PA;Trairão;2016;5
44872;5498554;-0.762419459981231;-47.45526795940761;UNIDADE DE SAUDE DA FAMILIA DO KM 38;PA 127 IG ACU MARACANA KM 38;10;KM 38;;68710000.0;PA;Maracanã;2016;5
44935;5562813;-1.9053200000000001;-55.16966;UNIDADE DE SAUDE DA FAMILIA DA COMUNIDADE APOLINARIO;RUA IGNORADA;S/N;ZONA RURAL;(93) 3563-1259;68210000.0;PA;Curuá;2016;5
44953;5599938;-10.5684164693485;-63.6249914265426;UNIDADE DE ATENDIMENTO PSF BR 421 KM 153 L 03 CAMPO NOVO;BR 421 KM 135;0;ZONA RURAL;;76887000.0;RO;Campo Novo de Rondônia;2016;5
44956;5601258;-1.74979805946345;-46.3998770713793;PSF DE VILA AMADEU;VILA AMDEU;S/N;CENTRO;(091)4471131;68617000.0;PA;Cachoeira do Piriá;2016;5
45090;5809347;-1.3668200000000001;-48.372170000000004;UNIDADE BASICA DE SAUDE GUAJARA DO POLO III;CONJUNTO GUAJARA II DECIMA TERCEIRA RUA;S/N;GUAJARA;;67125000.0;PA;Ananindeua;2016;5
45086;5792703;-2.79196186136136;-49.6727533733253;U S F LINDALVA RAMOS;TRAVESSA RAIMUNDO PIMENTEL;S/N;NAZARE;9137951179;68465000.0;PA;Baião;2016;5
44979;5626048;-1.9053200000000001;-55.16966;UNIDADE DE SAUDE DA FAMILIA DO CURUA VELHO;RUA 15 DE AGOSTO;45;CENTRO;(93) 3563-1259;68210000.0;PA;Curuá;2016;5
45029;5695880;-8.76889179;-63.831445654361104;UNIDADE DE SAUDE DA FAMILIA APONIA;ANDREIA;5383;APONIA;69 39012901;76820739.0;RO;Porto Velho;2016;5
45008;5673399;-2.18348979949945;-49.45409774780129;POSTO DE SAUDE DE CAMETA TAPERA;VILA DE CAMETA TAPERA;S/N;ZONA RURAL;;68400000.0;PA;Cametá;2016;5
44913;5546087;-7.03483591328811;-55.4198701179784;UNIDADE DE SAUDE DA FAMILIA DR HENRIQUE LIMA DE MENESES;AVENIDA JOAO ATILES DA SILVA;S/N;JARDIM PLANALTO;;68193000.0;PA;Novo Progresso;2016;5
44873;5499321;-3.1878161430358;-60.1351046562177;UNIDADE BASICA DE SAUDE DO JANDIRA CALDEIRAO;ESTRADA DO JANDIRA CALDEIRAO;08;JANDIRA CALDEIRAO;;69415000.0;AM;Iranduba;2016;5
45120;5858828;-6.5321966156294;-49.84895843191529;UNIDADE SAUDE DA FAMILIA EVANA ALVES DA COSTA PEREIRA;RUA EVANDRO CHAGAS;227;PARQUE SHALON;;68537000.0;PA;Canaã dos Carajás;2016;5
45072;5744210;-1.2993700000000001;-48.161;ESFSB JUAZEIRO;RUA MANOEL PINTO;S/N;JUAZEIRO;;68790000.0;PA;Santa Izabel do Pará;2016;5
44895;5522609;-3.84349;-49.092009999999995;POSTO DE SAUDE CHICO CANOEIRO;COMUNIDADE CHICO CANOEIRO;S/N;ZONA RURAL;;68639000.0;PA;Goianésia do Pará;2016;5
45135;5871832;-1.459845;-48.4878256874875;UNIDADE DE SAUDE DA FAMILIA DE AGUAS NEGRAS;RUA HELIO AMANAJAS;95;AGUAS NEGRAS;S/N;66615000.0;PA;Belém;2016;5
45112;5856450;-4.172176122665279;-55.3544425964339;CS LORECI S PEREIRA;KM 85 BR 230;01;ZONA RURAL;35431328;68165000.0;PA;Rurópolis;2016;5
45527;6334946;-1.124322;-47.6223754920271;UNIDADE BASICA DE SAUDE DA COLINA E PICARREIRA;TV BENJAMIN CONSTANTE;S/N;COLINA;91 34411133;68725000.0;PA;Igarapé-Açu;2016;5
45201;5949424;-3.10575127601615;-60.062298774717505;UBS O 22;RUA PACOBAIBA;4;COMPENSA;(9236251929;69036160.0;AM;Manaus;2016;5
45286;6036295;-3.1962;-52.21233;UNIDADE DE SAUDE BELA VISTA;AVENIDA CIRCULACAO PERIMENTRAL;S/N;BELA VISTA;(93)3515-2297;68371970.0;PA;Altamira;2016;5
45558;6366074;-6.10156416892988;-49.6005463600144;PSF 31;RUA DO MEIO;S/N;CENTRO;;68523000.0;PA;Curionópolis;2016;5
45345;6176518;-1.30451917648312;-47.596828937529104;UNIDADE DE SAUDE DA FAMILIA DE SANTO ANTONIO DO PRATA;RUA FRANCISCO ARAUJO;S/N;ZONA RURAL;91 3441 1203;68725000.0;PA;Igarapé-Açu;2016;5
45325;6144748;-1.62766;-47.48185;POSTO DE SAUDE DO APUI;COMUNIDDE DO APUI;S/N;ZONA RURAL;982203207-983090533;68660000.0;PA;São Miguel do Guamá;2016;5
45585;6386512;-8.76889179;-63.831445654361104;UNIDADE DE SAUDE DA FAMILIA MARIANA;MANE GARRINCHA;S/N;MARIANA;69 3901 2888;76802000.0;RO;Porto Velho;2016;5
45388;6221734;-3.84737133979786;-49.6814417839036;PSF DAS ILHAS;RUA GROELANDIA;S/N;VILA MARABA;9191445321;68456000.0;PA;Tucuruí;2016;5
45553;6364160;-3.34697842597952;-64.6959114074688;POSTO DE SAUDE COLONIA VENTURA;RUA PORTO ALEGRE;S/N;ABIAL;;69550450.0;AM;Tefé;2016;5
45316;6120938;-2.43610024452202;-54.712965488432204;CENTRO DE SAUDE UNIVERSITARIA;RUA ROSA VERMELHA;337;AEROPORTO VELHO;93-2101-0100;68005100.0;PA;Santarém;2016;5
45289;6042600;-2.15329;-56.087230000000005;POSTO DE SAUDE DA ILHA DO VALHA ME DEUS;ILHA DO VALHE ME DEUS;01;ZONA RURAL;093 3536-1257;68170000.0;PA;Juruti;2016;5
45462;6295657;-2.69828;-54.88831999999999;POSTO DE SAUDE DE PIQUIATUBA;COMUNIDADE PIQUIATUBA;1;RIO TAPAJOS;35581182;68143000.0;PA;Belterra;2016;5
45320;6130887;-1.99526309967035;-47.93691158294539;ESF MENINO JESUS;AV PRESIDENTE VARGAS;S/N;MENINO JESUS;(91) 37321176;68685000.0;PA;Concórdia do Pará;2016;5
45214;5974062;-2.8837657102287997;-52.0112603538154;U S F JOSE PEREIRA DOS SANTOS;RODOVIA TRANSAMAZONICA BR 230 KM 60 ATM MARABA;S/N;ZONA RURAL;;68383000.0;PA;Vitória do Xingu;2016;5
45507;6325459;-2.15329;-56.087230000000005;POSTO DE SAUDE DO BEM LONGE;COMUNIDADE BEM LONGE;01;ZONA RURAL;09391347719;68170000.0;PA;Juruti;2016;5
45425;6260896;-9.267406218903481;-49.9486922677787;CENTRO DE SAUDE DE CASEARA;RUA DOS AVIADORES;S/N;CENTRO;63 33791110;77680000.0;TO;Caseara;2016;5
45510;6329071;-3.76688908431163;-49.6671843672248;P S F SANTA MONICA;RUA NOSSA SENHORA DOS ANJOS;48;SANTA MONICA;;68456000.0;PA;Tucuruí;2016;5
45446;6284760;-1.6794276237487302;-50.0477242469773;UNIDADE DE SAUDE DA FAMILIA DA VILA RECREIO DO PIRIA;VILA RECREIO DO PIRIA;S/N;ZONA RURAL;;68815000.0;PA;Curralinho;2016;5
45409;6246524;-8.81041288375829;-63.9391851425152;UNIDADE DE SAUDE DA FAMILIA SANTO ANTONIO;ESTRADA SANTO ANTONIO;S/N;VILA SANTO ANTONIO;39013382;76820739.0;RO;Porto Velho;2016;5
45540;6355560;-7.833489999999999;-50.04255;NUCLEO DE APOIO A SAUDE DA FAMILIA;RUA JOSE EDUARDO NETO;0;CENTRO;94-3356-8255;68545000.0;PA;Pau D'Arco;2016;5
45445;6283594;-3.4347617626189204;-64.7391915321331;POSTO DE SAUDE DE MARANATA;ESTRADA DA AGROVILA;S/N;COMUNIDADE MARANATA;;69550005.0;AM;Tefé;2016;5
45447;6285120;-4.57867;-55.935430000000004;CENTRO DE SAUDE ESPECIAL AREIA II;COMUNIDADE SAO MATEUS;S/N;ZONA RURAL;;68198000.0;PA;Trairão;2016;5
45288;6042597;-2.20605254173272;-55.9485626220687;POSTO DE SAUDE SAO BENEDITO;COMUNIDADE DE SAO BENEDITO;30;ZONA RURAL;093 3536-1257;68170000.0;PA;Juruti;2016;5
45302;6058353;-3.37445497512808;-64.6557641029339;POSTO DE SAUDE DA MISSAO EVERT JURGENS;COMUNIDADE RURAL DA MISSAO;S/N;RIO SOLIMOES;;69550005.0;AM;Tefé;2016;5
45249;6004660;-3.14037880391634;-58.440175436757094;UNIDADE BASICA DE SAUDE EXPEDITA HOLANDA DA SILVA;ESTRADA VILA DE ENGENHO;S/N;ZONA RURAL;;69100084.0;AM;Itacoatiara;2016;5
45406;6243754;-1.9003400000000001;-50.164429999999996;EQUIPE DE SAUDE DA FAMILIA CENTRO;TRAVESSA 25 DE MARCO;S/N;CENTRO;09136061219;68475000.0;PA;Bagre;2016;5
45927;6669573;-11.1732050162267;-61.9094386835297;POSTO SAUDE BNH;AV MACAPA;S/N;VITORIA REGIA;;76916000.0;RO;Presidente Médici;2016;5
45945;6677630;-2.43621332999996;-54.718570167271096;UNIDADE DE SAUDE DA FAMILIA AREA VERDE;RUA PIAUI;68;AREA VERDE;;68020670.0;PA;Santarém;2016;5
45902;6650759;-1.5984356403350402;-47.72797822952129;POSTO DE SAUDE DE APETEUA I;COMUNIDADE DE APETEUA I;S/N;ZONA RURAL;91 34462876;68660000.0;PA;São Miguel do Guamá;2016;5
45850;6622496;-0.9521412849425991;-48.696169853209;POSTO DE SAUDE DO JABUTI;LOCALIDADE DE JABUTI;S/N;INTERIOR;;68840000.0;PA;Cachoeira do Arari;2016;5
45713;6495508;-4.776424169540269;-48.07430505752421;USF BAIRRO BELA VISTA;RUA BERNARDO SAYAO;255;BELA VISTA;;68638000.0;PA;Rondon do Pará;2016;5
45781;6563341;-1.32707118988033;-48.4151601791368;UNIDADE BASICA DE SAUDE CARNAUBA;CONJUNTO CARNAUBA;26;ICUI GUAJARA;;67125000.0;PA;Ananindeua;2016;5
45855;6623069;-1.03267192840573;-48.73294830322121;POSTO DE SAUDE DE BELA VISTA;LOCALIDADE DE BELA VISTA;S/N;INTERIOR;37581292;68840000.0;PA;Cachoeira do Arari;2016;5
45930;6670814;-8.76889179;-63.831445654361104;UNIDADE DE SAUDE DA FAMILIA JOSE ADELINO DA SILVA;ORION;56;ULISSES GUIMARAES;69 3901 2801;76820739.0;RO;Porto Velho;2016;5
45952;6685293;-1.32958;-48.39591;UNIDADE BASICA DE SAUDE CURUCAMBA URBANO;RUA SAO PEDRO;007;CURUCAMBA;;67030500.0;PA;Ananindeua;2016;5
45750;6525784;-2.23505258560174;-49.4937944412217;CENTRO DE TESTAGEM E ACONSELHAMENTO;TRAVESSA CONEGO MON SENHOR MIGUEL INACIO;S/N;CENTRO;;68400000.0;PA;Cametá;2016;5
45853;6623042;-1.00441;-48.95735;POSTO DE SAUDE DE SOLEDADE;LOCALIDADE DE SOLEDADE;S/N;INTERIOR;;68840000.0;PA;Cachoeira do Arari;2016;5
45705;6489591;-3.7647593021391703;-49.6733951568589;DEPARTAMENTO DE TFD DE TUCURUI;AV JOSE NERY TORRES;102;SANTA ISABEL;;68459000.0;PA;Tucuruí;2016;5
45871;6630324;-1.5201151371001798;-48.0383419990526;UNIDADE SAUDE DA FAMILIA BAIRRO NOVO;RUA TANCREDO NEVES;1230;NOVO;;68670000.0;PA;Bujaru;2016;5
45897;6646123;-2.57242083549492;-49.5038580894456;UNIDADE DE SAUDE DA FAMILIA DO BAIRRO NOVO;RUA MANOEL DE SOUZA FURTADO;34;NOVO;(91)37961445;68420000.0;PA;Mocajuba;2016;5
45958;6688853;-1.6270387172698502;-48.2227921485887;UNIDADE DE SAUDE DA FAMILIA TRAQUATEUA;RODOVIA PA 140 KM 26;S/N;Z RURAL;;68670000.0;PA;Bujaru;2016;5
45817;6590039;-0.15917169377979598;-50.39142758923321;UNIDADE DE SAUDE DA FAMILIA DO CAPIM MARINHO;RUA MARCIONILO DE OLIVEIRA;100;CAPIM MARINHO;;68890000.0;PA;Afuá;2016;5
45631;6429017;-1.32958;-48.39591;UNIDADE BASICA DE SAUDE PEROLA II;ESTRADA ICUI GUAJARA PRACA CONJUNTO PEROLA II;00;QUARENTA HORAS;;67145750.0;PA;Ananindeua;2016;5
45770;6549756;-1.87999248504633;-66.9986200332622;UBS RAIMUNDO SOUZA;TRAVESSA NOSSA SENHORA APARECIDA;S/N;CENTRO;(97) 34261195;69495000.0;AM;Japurá;2016;5
45929;6670997;-2.64902016946856;-54.9426747393262;UNIDADE SAUDE DA FAMILIA ESTRADA 04;ESTRADA 04;S/N;CENTRO;;68143000.0;PA;Belterra;2016;5
45875;6632157;-1.37147784233089;-48.317184448240795;PRESIDIO ESTADUAL METROPOLITANO PEM II;PASSAGEM MARIA DE FREITAS GUIMARAES;S/N;CENTRO;91 32561133;67200000.0;PA;Marituba;2016;5
45646;6438350;-1.36405348777767;-49.6962261199937;POSTO DE SAUDE DA ESTANCIA;RIO PRACUUBA GRGANDE;S/N;ZONA RURAL;;68820000.0;PA;São Sebastião da Boa Vista;2016;5
45782;6563562;-1.32608413696285;-48.400826454161205;UNIDADE BASICA DE SAUDE MURURE;CONJUNTO UIRAPURU MURURE;02;ICUI GUAJARA;;67145750.0;PA;Ananindeua;2016;5
45854;6623050;-1.00441;-48.95735;POSTO DE SAUDE DE CHIPAIA;LOCALIDADE DE CHIPAIA;S/N;LOCALIDADE DE CHIPAI;;68840000.0;PA;Cachoeira do Arari;2016;5
45606;6411312;-10.3351332827426;-67.1882600861516;U S F LUCIO ALVES DA SILVA;RUA FRANCISCO MARQUES DOS SANTOS;675;THAUMATURGO;68 32371592;69928000.0;AC;Plácido de Castro;2016;5
45909;6657206;-4.2264068;-69.9390182;CENTRO DE SAUDE DO BAIRRO BRILHANTE;RUA GENERAL OSORIO;S/N;BRILHANTE;9734123548;69640000.0;AM;Tabatinga;2016;5
45965;6693687;-1.12942457199093;-47.580306529997394;UNIDADE BASICA DE SAUDE LUIZ DE SOUZA FREITAS;AGROVILA I CARIPI;S/N;ZONA RURAL;;68725000.0;PA;Igarapé-Açu;2016;5
45890;6639232;-1.90217971801752;-47.1545433998094;USF VILA DO PIRI;VILA DO PIRI;S/N;ZONA RURAL;;68650000.0;PA;Capitão Poço;2016;5
